,Unnamed: 0,날짜,기사제목
250,3, 2022.02.08 15:47,"IBK기업은행, 지난해 당기순이익 2조4259억원…56.7%↑"
251,4, 2022.02.08 15:47,"IBK기업은행, 2021년 연결순익 2조4259억원...전년比 56...."
252,5, 2022.02.08 15:46,"IBK기업은행, 작년 당기순익 2조 4259억원…전년比 56.7%↑"
253,6, 2022.02.08 15:46,"IBK기업은행, 지난해 순이익 2조4259억원… 전년比 56.7%↑"
254,7, 2022.02.08 15:45,"IBK기업은행, 지난해 순이익 2조4259억원…전년比 56.7%↑"
255,8, 2022.02.08 16:18,"IBK證, 자기자본 1조클럽 가입…당기순익 1000억 돌파"
256,9, 2022.02.08 16:02,"기업은행, 작년 영업익 3.2조..전년비 52% 증가"
257,10, 2022.02.08 15:58,"기업은행, 지난해 영업익 3조2313억…전년비 52% ↑"
258,11, 2022.02.07 17:51,"IBK기업은행, 네이버서 영업점 방문 예약받는다"
259,12, 2022.02.04 11:35,"기업은행, 모험자본 실적 고공행진…올해도 혁신금융 ‘공격 앞으로’"
260,13, 2022.02.04 08:58,"혁신금융 속도 낸 기업은행, 모험자본 성과 ‘톡톡’"
261,14, 2022.02.04 05:01,사상최대 실적에도 '이게 뭐니'…기업은행 직원들 뿔났다
262,15, 2022.01.28 15:32,[fn마켓워치]‘IBK뉴딜펀드 2호’ 위탁운용사 선정 착수
263,16, 2022.01.27 15:16,"[2022금융소비자대상]기업은행, 취약계층 지원 앞장…'금융주치의'로 ..."
264,0, 2021.11.18 15:14,"기업은행, ‘영업점 방문예약 서비스’ 실시"
265,1, 2021.11.18 15:10,"IBK기업은행, '영업점 방문 예약 서비스' 실시"
266,2, 2021.11.18 14:43,"IBK기업은행, ‘영업점 방문 예약 서비스’ 실시"
267,3, 2021.11.18 15:01,"[마켓인]성장금융, 700억 규모 'IBK혁신솔루션펀드 3차 사업' 모..."
268,4, 2021.11.18 13:24,"IBK기업은행, 메타버스 영업점 'IBK 도토리은행' 오픈"
269,5, 2021.11.18 10:49,싸이월드 메타버스에 ‘IBK 도토리은행’ 문연다
270,6, 2021.11.18 10:24,"IBK기업은행, 싸이월드 메타버스 플랫폼에 ‘도토리은행’ 연다"
271,7, 2021.11.18 11:19,"기업은행, 은행권 최초 '메타버스 영업점' 오픈"
272,8, 2021.11.18 10:28,"기업은행, 은행권 첫 메타버스 영업점 ‘IBK 도토리은행’ 오픈"
273,9, 2021.11.18 11:11,IBK기업은행 ‘금융주치의 프로그램’ 가동
274,10, 2021.11.18 08:54,"기업은행, ‘IBK금융주치의 프로그램’ 시행"
